title,from_date,count
Engineer,2001-09-28,1
Senior Staff,2001-09-28,12
Senior Engineer,2001-09-28,19
Senior Engineer,2001-09-27,21
Engineer,2001-09-27,5
Senior Staff,2001-09-27,6
Senior Engineer,2001-09-26,16
Senior Staff,2001-09-26,14
Engineer,2001-09-26,2
Senior Engineer,2001-09-25,18
Senior Staff,2001-09-25,15
Engineer,2001-09-25,2
Senior Engineer,2001-09-24,17
Engineer,2001-09-24,2
Senior Staff,2001-09-24,17
Senior Engineer,2001-09-23,18
Senior Staff,2001-09-23,17
Engineer,2001-09-23,5
Engineer,2001-09-22,6
Senior Staff,2001-09-22,13
Senior Engineer,2001-09-22,15
Senior Engineer,2001-09-21,23
Senior Staff,2001-09-21,18
Senior Staff,2001-09-20,12
Engineer,2001-09-20,5
Senior Engineer,2001-09-20,18
Senior Engineer,2001-09-19,17
Engineer,2001-09-19,2
Senior Staff,2001-09-19,20
Senior Engineer,2001-09-18,19
Senior Staff,2001-09-18,11
Senior Staff,2001-09-17,17
Senior Engineer,2001-09-17,20
Engineer,2001-09-17,2
Senior Engineer,2001-09-16,13
Engineer,2001-09-16,6
Senior Staff,2001-09-16,21
Senior Engineer,2001-09-15,15
Engineer,2001-09-15,5
Senior Staff,2001-09-15,19
Senior Staff,2001-09-14,18
Engineer,2001-09-14,3
Senior Engineer,2001-09-14,23
Senior Engineer,2001-09-13,23
Engineer,2001-09-13,1
Senior Staff,2001-09-13,19
Senior Engineer,2001-09-12,25
Engineer,2001-09-12,2
Senior Staff,2001-09-12,13
Senior Engineer,2001-09-11,25
Senior Staff,2001-09-11,23
Senior Staff,2001-09-10,15
Senior Engineer,2001-09-10,18
Engineer,2001-09-10,4
Senior Staff,2001-09-09,15
Engineer,2001-09-09,1
Senior Engineer,2001-09-09,25
Senior Engineer,2001-09-08,15
Engineer,2001-09-08,3
Senior Staff,2001-09-08,11
Senior Staff,2001-09-07,13
Senior Engineer,2001-09-07,18
Engineer,2001-09-07,1
Senior Engineer,2001-09-06,19
Engineer,2001-09-06,2
Senior Staff,2001-09-06,15
Senior Engineer,2001-09-05,13
Engineer,2001-09-05,4
Senior Staff,2001-09-05,17
Engineer,2001-09-04,3
Senior Engineer,2001-09-04,16
Senior Staff,2001-09-04,12
Senior Engineer,2001-09-03,11
Senior Staff,2001-09-03,17
Senior Staff,2001-09-02,13
Engineer,2001-09-02,1
Senior Engineer,2001-09-02,14
Senior Staff,2001-09-01,22
Senior Engineer,2001-09-01,13
Senior Staff,2001-08-31,15
Senior Engineer,2001-08-31,22
Engineer,2001-08-31,2
Senior Staff,2001-08-30,18
Senior Engineer,2001-08-30,22
Engineer,2001-08-30,2
Engineer,2001-08-29,5
Senior Staff,2001-08-29,16
Senior Engineer,2001-08-29,21
Senior Engineer,2001-08-28,23
Engineer,2001-08-28,1
Senior Staff,2001-08-28,21
Senior Staff,2001-08-27,14
Engineer,2001-08-27,3
Senior Engineer,2001-08-27,13
Senior Engineer,2001-08-26,17
Engineer,2001-08-26,5
Senior Staff,2001-08-26,24
Senior Staff,2001-08-25,17
Engineer,2001-08-25,4
Senior Engineer,2001-08-25,16
Engineer,2001-08-24,5
Senior Engineer,2001-08-24,19
Senior Staff,2001-08-24,18
Senior Staff,2001-08-23,21
Senior Engineer,2001-08-23,11
Engineer,2001-08-23,2
Engineer,2001-08-22,4
Senior Engineer,2001-08-22,7
Senior Staff,2001-08-22,24
Senior Staff,2001-08-21,17
Senior Engineer,2001-08-21,14
Engineer,2001-08-21,2
Engineer,2001-08-20,2
Senior Staff,2001-08-20,17
Senior Engineer,2001-08-20,22
Senior Engineer,2001-08-19,12
Engineer,2001-08-19,1
Senior Staff,2001-08-19,13
Senior Staff,2001-08-18,13
Engineer,2001-08-18,4
Senior Engineer,2001-08-18,16
Senior Staff,2001-08-17,20
Senior Engineer,2001-08-17,19
Engineer,2001-08-17,4
Engineer,2001-08-16,1
Senior Staff,2001-08-16,10
Senior Engineer,2001-08-16,22
Senior Engineer,2001-08-15,23
Senior Staff,2001-08-15,20
Engineer,2001-08-15,2
Senior Engineer,2001-08-14,22
Engineer,2001-08-14,2
Senior Staff,2001-08-14,16
Senior Engineer,2001-08-13,22
Engineer,2001-08-13,2
Senior Staff,2001-08-13,11
Engineer,2001-08-12,1
Senior Staff,2001-08-12,12
Senior Engineer,2001-08-12,22
Senior Engineer,2001-08-11,14
Engineer,2001-08-11,1
Senior Staff,2001-08-11,17
Senior Staff,2001-08-10,19
Senior Engineer,2001-08-10,16
Engineer,2001-08-10,6
Engineer,2001-08-09,1
Senior Engineer,2001-08-09,22
Senior Staff,2001-08-09,17
Engineer,2001-08-08,3
Senior Engineer,2001-08-08,24
Senior Staff,2001-08-08,21
Engineer,2001-08-07,4
Senior Staff,2001-08-07,22
Senior Engineer,2001-08-07,12
Senior Staff,2001-08-06,18
Senior Engineer,2001-08-06,13
Senior Staff,2001-08-05,11
Senior Engineer,2001-08-05,15
Engineer,2001-08-05,2
Senior Engineer,2001-08-04,15
Senior Staff,2001-08-04,16
Engineer,2001-08-04,1
Senior Staff,2001-08-03,17
Senior Engineer,2001-08-03,10
Engineer,2001-08-03,1
Engineer,2001-08-02,3
Senior Engineer,2001-08-02,10
Senior Staff,2001-08-02,10
Senior Staff,2001-08-01,17
Senior Engineer,2001-08-01,27
Senior Engineer,2001-07-31,19
Senior Staff,2001-07-31,19
Engineer,2001-07-31,2
Senior Engineer,2001-07-30,18
Engineer,2001-07-30,2
Senior Staff,2001-07-30,18
Engineer,2001-07-29,1
Senior Staff,2001-07-29,13
Senior Engineer,2001-07-29,25
Senior Staff,2001-07-28,17
Engineer,2001-07-28,1
Senior Engineer,2001-07-28,15
Senior Staff,2001-07-27,23
Engineer,2001-07-27,4
Senior Engineer,2001-07-27,20
Engineer,2001-07-26,3
Senior Staff,2001-07-26,16
Senior Engineer,2001-07-26,24
Senior Staff,2001-07-25,19
Engineer,2001-07-25,1
Senior Engineer,2001-07-25,21
Senior Staff,2001-07-24,12
Senior Engineer,2001-07-24,18
Senior Staff,2001-07-23,15
Senior Engineer,2001-07-23,17
Engineer,2001-07-22,1
Senior Staff,2001-07-22,17
Senior Engineer,2001-07-22,16
Senior Engineer,2001-07-21,15
Engineer,2001-07-21,5
Senior Staff,2001-07-21,14
Senior Engineer,2001-07-20,13
Senior Staff,2001-07-20,20
Engineer,2001-07-20,2
Senior Staff,2001-07-19,13
Engineer,2001-07-19,4
Senior Engineer,2001-07-19,25
Senior Staff,2001-07-18,17
Senior Engineer,2001-07-18,14
Engineer,2001-07-18,3
Senior Staff,2001-07-17,14
Senior Engineer,2001-07-17,17
Senior Staff,2001-07-16,16
Engineer,2001-07-16,1
Senior Engineer,2001-07-16,14
Senior Staff,2001-07-15,22
Engineer,2001-07-15,3
Senior Engineer,2001-07-15,18
Engineer,2001-07-14,6
Senior Staff,2001-07-14,16
Senior Engineer,2001-07-14,22
Senior Engineer,2001-07-13,13
Engineer,2001-07-13,2
Senior Staff,2001-07-13,15
Engineer,2001-07-12,1
Senior Engineer,2001-07-12,16
Senior Staff,2001-07-12,11
Senior Staff,2001-07-11,17
Senior Engineer,2001-07-11,15
Senior Engineer,2001-07-10,24
Engineer,2001-07-10,2
Senior Staff,2001-07-10,20
Senior Engineer,2001-07-09,13
Senior Staff,2001-07-09,8
Engineer,2001-07-09,1
Senior Engineer,2001-07-08,17
Senior Staff,2001-07-08,15
Engineer,2001-07-08,4
Senior Engineer,2001-07-07,18
Engineer,2001-07-07,2
Senior Staff,2001-07-07,14
Senior Engineer,2001-07-06,14
Engineer,2001-07-06,3
Senior Staff,2001-07-06,20
Senior Staff,2001-07-05,9
Engineer,2001-07-05,3
Senior Engineer,2001-07-05,16
Engineer,2001-07-04,1
Senior Staff,2001-07-04,16
Senior Engineer,2001-07-04,13
Senior Staff,2001-07-03,20
Engineer,2001-07-03,2
Senior Engineer,2001-07-03,20
Engineer,2001-07-02,1
Senior Staff,2001-07-02,20
Senior Engineer,2001-07-02,14
Engineer,2001-07-01,4
Senior Staff,2001-07-01,18
Senior Engineer,2001-07-01,13
Senior Staff,2001-06-30,17
Senior Engineer,2001-06-30,14
Engineer,2001-06-30,3
Senior Staff,2001-06-29,13
Engineer,2001-06-29,3
Senior Engineer,2001-06-29,18
Senior Engineer,2001-06-28,22
Senior Staff,2001-06-28,19
Senior Engineer,2001-06-27,14
Engineer,2001-06-27,2
Senior Staff,2001-06-27,20
Engineer,2001-06-26,3
Senior Engineer,2001-06-26,33
Senior Staff,2001-06-26,13
Senior Staff,2001-06-25,12
Engineer,2001-06-25,1
Senior Engineer,2001-06-25,12
Engineer,2001-06-24,2
Senior Engineer,2001-06-24,22
Senior Staff,2001-06-24,14
Engineer,2001-06-23,1
Senior Engineer,2001-06-23,19
Senior Staff,2001-06-23,7
Senior Engineer,2001-06-22,22
Senior Staff,2001-06-22,10
Engineer,2001-06-22,3
Senior Engineer,2001-06-21,15
Engineer,2001-06-21,2
Senior Staff,2001-06-21,21
Engineer,2001-06-20,4
Senior Engineer,2001-06-20,18
Senior Staff,2001-06-20,13
Senior Staff,2001-06-19,16
Engineer,2001-06-19,4
Senior Engineer,2001-06-19,24
Senior Engineer,2001-06-18,21
Engineer,2001-06-18,3
Senior Staff,2001-06-18,13
Senior Staff,2001-06-17,11
Engineer,2001-06-17,2
Senior Engineer,2001-06-17,26
Engineer,2001-06-16,2
Senior Staff,2001-06-16,15
Senior Engineer,2001-06-16,19
Engineer,2001-06-15,2
Senior Staff,2001-06-15,16
Senior Engineer,2001-06-15,21
Senior Staff,2001-06-14,10
Senior Engineer,2001-06-14,19
Engineer,2001-06-14,2
Senior Engineer,2001-06-13,18
Engineer,2001-06-13,5
Senior Staff,2001-06-13,16
Senior Staff,2001-06-12,19
Engineer,2001-06-12,2
Senior Engineer,2001-06-12,9
Senior Engineer,2001-06-11,17
Engineer,2001-06-11,3
Senior Staff,2001-06-11,13
Engineer,2001-06-10,4
Senior Engineer,2001-06-10,15
Senior Staff,2001-06-10,12
Senior Engineer,2001-06-09,12
Senior Staff,2001-06-09,15
Engineer,2001-06-09,1
Senior Staff,2001-06-08,19
Engineer,2001-06-08,4
Senior Engineer,2001-06-08,20
Engineer,2001-06-07,2
Senior Engineer,2001-06-07,19
Senior Staff,2001-06-07,17
Engineer,2001-06-06,5
Senior Engineer,2001-06-06,16
Senior Staff,2001-06-06,24
Senior Staff,2001-06-05,10
Engineer,2001-06-05,6
Senior Engineer,2001-06-05,18
Senior Engineer,2001-06-04,16
Engineer,2001-06-04,2
Senior Staff,2001-06-04,15
Engineer,2001-06-03,6
Senior Engineer,2001-06-03,16
Senior Staff,2001-06-03,12
Senior Engineer,2001-06-02,21
Engineer,2001-06-02,3
Senior Staff,2001-06-02,19
Senior Engineer,2001-06-01,19
Senior Staff,2001-06-01,16
Engineer,2001-06-01,2
Engineer,2001-05-31,2
Senior Staff,2001-05-31,15
Senior Engineer,2001-05-31,23
Engineer,2001-05-30,3
Senior Staff,2001-05-30,13
Senior Engineer,2001-05-30,16
Engineer,2001-05-29,2
Senior Engineer,2001-05-29,22
Senior Staff,2001-05-29,19
Engineer,2001-05-28,3
Senior Engineer,2001-05-28,22
Senior Staff,2001-05-28,18
Senior Staff,2001-05-27,14
Senior Engineer,2001-05-27,19
Senior Engineer,2001-05-26,15
Engineer,2001-05-26,2
Senior Staff,2001-05-26,21
Senior Staff,2001-05-25,13
Engineer,2001-05-25,6
Senior Engineer,2001-05-25,16
Senior Engineer,2001-05-24,15
Engineer,2001-05-24,2
Senior Staff,2001-05-24,12
Senior Staff,2001-05-23,13
Senior Engineer,2001-05-23,26
Engineer,2001-05-23,4
Senior Engineer,2001-05-22,20
Senior Staff,2001-05-22,14
Engineer,2001-05-22,3
Engineer,2001-05-21,2
Senior Engineer,2001-05-21,16
Senior Staff,2001-05-21,16
Senior Engineer,2001-05-20,23
Senior Staff,2001-05-20,18
Engineer,2001-05-20,1
Senior Staff,2001-05-19,22
Engineer,2001-05-19,1
Senior Engineer,2001-05-19,27
Senior Staff,2001-05-18,19
Senior Engineer,2001-05-18,22
Engineer,2001-05-18,2
Engineer,2001-05-17,1
Senior Staff,2001-05-17,10
Senior Engineer,2001-05-17,17
Engineer,2001-05-16,1
Senior Staff,2001-05-16,20
Senior Engineer,2001-05-16,17
Senior Staff,2001-05-15,24
Senior Engineer,2001-05-15,14
Engineer,2001-05-15,3
Engineer,2001-05-14,4
Senior Engineer,2001-05-14,19
Senior Staff,2001-05-14,20
Senior Staff,2001-05-13,17
Engineer,2001-05-13,2
Senior Engineer,2001-05-13,17
Senior Staff,2001-05-12,10
Senior Engineer,2001-05-12,14
Senior Staff,2001-05-11,15
Senior Engineer,2001-05-11,19
Engineer,2001-05-11,2
Senior Engineer,2001-05-10,14
Engineer,2001-05-10,2
Senior Staff,2001-05-10,7
Senior Staff,2001-05-09,14
Engineer,2001-05-09,3
Senior Engineer,2001-05-09,18
Engineer,2001-05-08,1
Senior Staff,2001-05-08,20
Senior Engineer,2001-05-08,12
Senior Staff,2001-05-07,13
Engineer,2001-05-07,5
Senior Engineer,2001-05-07,24
Senior Engineer,2001-05-06,18
Engineer,2001-05-06,3
Senior Staff,2001-05-06,13
Engineer,2001-05-05,3
Senior Staff,2001-05-05,12
Senior Engineer,2001-05-05,14
Senior Staff,2001-05-04,15
Engineer,2001-05-04,4
Senior Engineer,2001-05-04,20
Engineer,2001-05-03,3
Senior Staff,2001-05-03,17
Senior Engineer,2001-05-03,23
Senior Engineer,2001-05-02,16
Senior Staff,2001-05-02,16
Engineer,2001-05-02,5
Engineer,2001-05-01,3
Senior Staff,2001-05-01,20
Senior Engineer,2001-05-01,13
Senior Staff,2001-04-30,15
Senior Engineer,2001-04-30,17
Engineer,2001-04-30,1
Senior Staff,2001-04-29,20
Senior Engineer,2001-04-29,16
Engineer,2001-04-29,2
Engineer,2001-04-28,2
Senior Staff,2001-04-28,20
Senior Engineer,2001-04-28,18
Senior Staff,2001-04-27,15
Engineer,2001-04-27,4
Senior Engineer,2001-04-27,16
Senior Engineer,2001-04-26,5
Senior Staff,2001-04-26,18
Senior Engineer,2001-04-25,19
Senior Staff,2001-04-25,13
Engineer,2001-04-25,3
Senior Staff,2001-04-24,17
Engineer,2001-04-24,1
Senior Engineer,2001-04-24,19
Engineer,2001-04-23,4
Senior Engineer,2001-04-23,19
Senior Staff,2001-04-23,19
Senior Staff,2001-04-22,13
Senior Engineer,2001-04-22,19
Engineer,2001-04-22,2
Engineer,2001-04-21,4
Senior Engineer,2001-04-21,19
Senior Staff,2001-04-21,18
Senior Engineer,2001-04-20,20
Senior Staff,2001-04-20,15
Engineer,2001-04-20,1
Senior Engineer,2001-04-19,18
Engineer,2001-04-19,1
Senior Staff,2001-04-19,12
Senior Staff,2001-04-18,18
Senior Engineer,2001-04-18,22
Engineer,2001-04-18,4
Senior Engineer,2001-04-17,18
Senior Staff,2001-04-17,21
Engineer,2001-04-17,3
Senior Staff,2001-04-16,13
Senior Engineer,2001-04-16,24
Engineer,2001-04-15,2
Senior Engineer,2001-04-15,18
Senior Staff,2001-04-15,20
Senior Engineer,2001-04-14,14
Senior Staff,2001-04-14,21
Engineer,2001-04-14,5
Engineer,2001-04-13,2
Senior Engineer,2001-04-13,13
Senior Staff,2001-04-13,20
Senior Engineer,2001-04-12,13
Engineer,2001-04-12,1
Senior Staff,2001-04-12,20
Senior Engineer,2001-04-11,23
Engineer,2001-04-11,1
Senior Staff,2001-04-11,20
Senior Staff,2001-04-10,23
Engineer,2001-04-10,3
Senior Engineer,2001-04-10,20
Senior Engineer,2001-04-09,22
Senior Staff,2001-04-09,14
Engineer,2001-04-09,3
Senior Engineer,2001-04-08,15
Senior Staff,2001-04-08,18
Engineer,2001-04-08,2
Senior Staff,2001-04-07,26
Senior Engineer,2001-04-07,16
Engineer,2001-04-07,2
Engineer,2001-04-06,3
Senior Staff,2001-04-06,20
Senior Engineer,2001-04-06,21
Senior Staff,2001-04-05,19
Senior Engineer,2001-04-05,19
Engineer,2001-04-05,2
Engineer,2001-04-04,1
Senior Engineer,2001-04-04,21
Senior Staff,2001-04-04,13
Senior Engineer,2001-04-03,11
Engineer,2001-04-03,2
Senior Staff,2001-04-03,18
Engineer,2001-04-02,3
Senior Engineer,2001-04-02,15
Senior Staff,2001-04-02,11
Senior Staff,2001-04-01,12
Senior Engineer,2001-04-01,28
Engineer,2001-04-01,2
Senior Staff,2001-03-31,18
Engineer,2001-03-31,1
Senior Engineer,2001-03-31,25
Engineer,2001-03-30,2
Senior Engineer,2001-03-30,9
Senior Staff,2001-03-30,17
Senior Engineer,2001-03-29,18
Engineer,2001-03-29,5
Senior Staff,2001-03-29,13
Senior Staff,2001-03-28,14
Senior Engineer,2001-03-28,12
Engineer,2001-03-28,1
Engineer,2001-03-27,3
Senior Staff,2001-03-27,16
Senior Engineer,2001-03-27,15
Senior Engineer,2001-03-26,17
Engineer,2001-03-26,2
Senior Staff,2001-03-26,18
Senior Staff,2001-03-25,17
Senior Engineer,2001-03-25,21
Engineer,2001-03-25,3
Engineer,2001-03-24,1
Senior Staff,2001-03-24,18
Senior Engineer,2001-03-24,16
Engineer,2001-03-23,1
Senior Engineer,2001-03-23,14
Senior Staff,2001-03-23,12
Senior Engineer,2001-03-22,25
Engineer,2001-03-22,2
Senior Staff,2001-03-22,17
Engineer,2001-03-21,2
Senior Engineer,2001-03-21,11
Senior Staff,2001-03-21,12
Engineer,2001-03-20,4
Senior Engineer,2001-03-20,17
Senior Staff,2001-03-20,16
Senior Engineer,2001-03-19,16
Senior Staff,2001-03-19,19
Engineer,2001-03-19,2
Engineer,2001-03-18,2
Senior Engineer,2001-03-18,11
Senior Staff,2001-03-18,10
Engineer,2001-03-17,2
Senior Staff,2001-03-17,19
Senior Engineer,2001-03-17,16
Senior Engineer,2001-03-16,11
Engineer,2001-03-16,2
Senior Staff,2001-03-16,27
Senior Staff,2001-03-15,15
Engineer,2001-03-15,3
Senior Engineer,2001-03-15,21
Senior Engineer,2001-03-14,14
Engineer,2001-03-14,1
Senior Staff,2001-03-14,18
Engineer,2001-03-13,4
Senior Staff,2001-03-13,21
Senior Engineer,2001-03-13,10
Engineer,2001-03-12,1
Senior Engineer,2001-03-12,24
Senior Staff,2001-03-12,19
Senior Staff,2001-03-11,21
Senior Engineer,2001-03-11,14
Engineer,2001-03-11,2
Senior Engineer,2001-03-10,14
Engineer,2001-03-10,1
Senior Staff,2001-03-10,13
Engineer,2001-03-09,1
Senior Staff,2001-03-09,19
Senior Engineer,2001-03-09,19
Senior Staff,2001-03-08,14
Engineer,2001-03-08,3
Senior Engineer,2001-03-08,14
Engineer,2001-03-07,1
Senior Engineer,2001-03-07,12
Senior Staff,2001-03-07,10
Senior Engineer,2001-03-06,10
Senior Staff,2001-03-06,11
Engineer,2001-03-06,2
Senior Engineer,2001-03-05,17
Senior Staff,2001-03-05,18
Engineer,2001-03-05,1
Senior Engineer,2001-03-04,13
Senior Staff,2001-03-04,10
Engineer,2001-03-04,1
Engineer,2001-03-03,4
Senior Engineer,2001-03-03,20
Senior Staff,2001-03-03,18
Engineer,2001-03-02,2
Senior Staff,2001-03-02,14
Senior Engineer,2001-03-02,20
Senior Engineer,2001-03-01,24
Senior Staff,2001-03-01,21
Engineer,2001-03-01,2
Senior Engineer,2001-02-28,17
Engineer,2001-02-28,4
Senior Staff,2001-02-28,15
Senior Engineer,2001-02-27,19
Engineer,2001-02-27,3
Senior Staff,2001-02-27,19
Senior Engineer,2001-02-26,22
Senior Staff,2001-02-26,15
Senior Engineer,2001-02-25,21
Senior Staff,2001-02-25,15
Engineer,2001-02-25,1
Senior Staff,2001-02-24,16
Engineer,2001-02-24,1
Senior Engineer,2001-02-24,15
Senior Engineer,2001-02-23,15
Engineer,2001-02-23,1
Senior Staff,2001-02-23,15
Senior Engineer,2001-02-22,19
Engineer,2001-02-22,1
Senior Staff,2001-02-22,12
Engineer,2001-02-21,4
Senior Staff,2001-02-21,27
Senior Engineer,2001-02-21,18
Senior Staff,2001-02-20,19
Senior Engineer,2001-02-20,16
Engineer,2001-02-20,2
Senior Engineer,2001-02-19,21
Engineer,2001-02-19,2
Senior Staff,2001-02-19,13
Senior Engineer,2001-02-18,16
Senior Staff,2001-02-18,15
Engineer,2001-02-18,1
Senior Staff,2001-02-17,19
Senior Engineer,2001-02-17,21
Senior Engineer,2001-02-16,20
Engineer,2001-02-16,3
Senior Staff,2001-02-16,15
Senior Staff,2001-02-15,13
Engineer,2001-02-15,1
Senior Engineer,2001-02-15,18
Senior Staff,2001-02-14,17
Senior Engineer,2001-02-14,19
Senior Engineer,2001-02-13,23
Engineer,2001-02-13,3
Senior Staff,2001-02-13,11
Senior Engineer,2001-02-12,19
Senior Staff,2001-02-12,12
Engineer,2001-02-12,1
Engineer,2001-02-11,5
Senior Engineer,2001-02-11,13
Senior Staff,2001-02-11,19
Senior Staff,2001-02-10,15
Senior Engineer,2001-02-10,19
Senior Staff,2001-02-09,14
Engineer,2001-02-09,2
Senior Engineer,2001-02-09,16
Senior Staff,2001-02-08,19
Senior Engineer,2001-02-08,13
Engineer,2001-02-08,1
Senior Staff,2001-02-07,10
Senior Engineer,2001-02-07,24
Engineer,2001-02-07,3
Senior Staff,2001-02-06,24
Senior Engineer,2001-02-06,19
Engineer,2001-02-06,5
Engineer,2001-02-05,1
Senior Staff,2001-02-05,10
Senior Engineer,2001-02-05,12
Senior Staff,2001-02-04,12
Engineer,2001-02-04,1
Senior Engineer,2001-02-04,19
Engineer,2001-02-03,3
Senior Engineer,2001-02-03,14
Senior Staff,2001-02-03,15
Senior Engineer,2001-02-02,20
Senior Staff,2001-02-02,28
Engineer,2001-02-02,2
Senior Engineer,2001-02-01,14
Senior Staff,2001-02-01,19
Engineer,2001-02-01,1
Senior Staff,2001-01-31,12
Senior Engineer,2001-01-31,11
Senior Staff,2001-01-30,18
Engineer,2001-01-30,2
Senior Engineer,2001-01-30,16
Senior Staff,2001-01-29,28
Engineer,2001-01-29,4
Senior Engineer,2001-01-29,18
Senior Engineer,2001-01-28,20
Engineer,2001-01-28,1
Senior Staff,2001-01-28,16
Engineer,2001-01-27,3
Senior Staff,2001-01-27,12
Senior Engineer,2001-01-27,21
Senior Staff,2001-01-26,19
Engineer,2001-01-26,1
Senior Engineer,2001-01-26,14
Senior Engineer,2001-01-25,17
Senior Staff,2001-01-25,19
Senior Staff,2001-01-24,23
Senior Engineer,2001-01-24,17
Engineer,2001-01-23,1
Senior Engineer,2001-01-23,16
Senior Staff,2001-01-23,16
Senior Staff,2001-01-22,17
Engineer,2001-01-22,4
Senior Engineer,2001-01-22,19
Senior Staff,2001-01-21,17
Engineer,2001-01-21,7
Senior Engineer,2001-01-21,17
Senior Engineer,2001-01-20,16
Senior Staff,2001-01-20,16
Engineer,2001-01-20,5
Engineer,2001-01-19,2
Senior Staff,2001-01-19,12
Senior Engineer,2001-01-19,20
Engineer,2001-01-18,1
Senior Staff,2001-01-18,13
Senior Engineer,2001-01-18,23
Senior Staff,2001-01-17,19
Senior Engineer,2001-01-17,15
Engineer,2001-01-17,3
Senior Engineer,2001-01-16,18
Senior Staff,2001-01-16,19
Engineer,2001-01-16,2
Senior Engineer,2001-01-15,21
Senior Staff,2001-01-15,16
Senior Staff,2001-01-14,10
Engineer,2001-01-14,3
Senior Engineer,2001-01-14,20
Senior Staff,2001-01-13,14
Engineer,2001-01-13,3
Senior Engineer,2001-01-13,9
Senior Engineer,2001-01-12,22
Senior Staff,2001-01-12,17
Engineer,2001-01-12,1
Senior Engineer,2001-01-11,16
Senior Staff,2001-01-11,30
Engineer,2001-01-11,2
Senior Engineer,2001-01-10,22
Engineer,2001-01-10,4
Senior Staff,2001-01-10,14
Senior Engineer,2001-01-09,23
Engineer,2001-01-09,2
Senior Staff,2001-01-09,21
Senior Engineer,2001-01-08,21
Engineer,2001-01-08,4
Senior Staff,2001-01-08,21
Senior Engineer,2001-01-07,17
Senior Staff,2001-01-07,16
Engineer,2001-01-07,3
Senior Engineer,2001-01-06,22
Senior Staff,2001-01-06,17
Engineer,2001-01-06,2
Engineer,2001-01-05,2
Senior Staff,2001-01-05,15
Senior Engineer,2001-01-05,17
Senior Engineer,2001-01-04,20
Senior Staff,2001-01-04,19
Engineer,2001-01-03,6
Senior Engineer,2001-01-03,19
Senior Staff,2001-01-03,23
Engineer,2001-01-02,2
Senior Staff,2001-01-02,23
Senior Engineer,2001-01-02,30
Senior Staff,2001-01-01,18
Engineer,2001-01-01,3
Senior Engineer,2001-01-01,13
Senior Staff,2000-12-31,15
Senior Engineer,2000-12-31,17
Engineer,2000-12-31,5
Engineer,2000-12-30,3
Senior Staff,2000-12-30,10
Senior Engineer,2000-12-30,14
Senior Engineer,2000-12-29,26
Senior Staff,2000-12-29,20
Engineer,2000-12-29,1
Engineer,2000-12-28,2
Senior Engineer,2000-12-28,23
Senior Staff,2000-12-28,14
Engineer,2000-12-27,2
Senior Engineer,2000-12-27,29
Senior Staff,2000-12-27,21
Senior Engineer,2000-12-26,16
Senior Staff,2000-12-26,20
Engineer,2000-12-26,2
Engineer,2000-12-25,3
Senior Engineer,2000-12-25,23
Senior Staff,2000-12-25,16
Senior Engineer,2000-12-24,14
Senior Staff,2000-12-24,22
